2016,Computer,GOPEN,113
2016,Computer,GOBC,102
2016,Computer,LOPEN,115
2016,Computer,LOBCS,100
2016,IT,GOPEN,101
2016,IT,GOBC,90
2016,IT,LOPEN,104
2016,IT,LOBCS,92
2016,EXTC,GOPEN,88
2016,EXTC,GOBC,73
2016,EXTC,LOPEN,91
2016,EXTC,LOBCS,74
2016,Instrumentation,GOPEN,72
2016,Instrumentation,GOBC,55
2016,Instrumentation,LOPEN,67
2016,Instrumentation,LOBCS,34
2016,Chemical,GOPEN,102
2016,Chemical,GOBC,80
2016,Chemical,LOPEN,101
2016,Chemical,LOBCS,80
2016,Mechanical,GOPEN,115
2016,Mechanical,GOBC,110
2016,Mechanical,LOPEN,83
2016,Mechanical,LOBCS,32
2017,Computer,GOPEN,111
2017,Computer,GOBC,97
2017,Computer,LOPEN,114
2017,Computer,LOBCS,98
2017,IT,GOPEN,102
2017,IT,GOBC,83
2017,IT,LOPEN,100
2017,IT,LOBCS,91
2017,EXTC,GOPEN,91
2017,EXTC,GOBC,75
2017,EXTC,LOPEN,93
2017,EXTC,LOBCS,80
2017,Instrumentation,GOPEN,73
2017,Instrumentation,GOBC,62
2017,Instrumentation,LOPEN,74
2017,Instrumentation,LOBCS,63
2017,Chemical,GOPEN,101
2017,Chemical,GOBC,80
2017,Chemical,LOPEN,101
2017,Chemical,LOBCS,91
2017,Mechanical,GOPEN,110
2017,Mechanical,GOBC,99
2017,Mechanical,LOPEN,84
2017,Mechanical,LOBCS,61
2018,Computer,GOPEN,113
2018,Computer,GOBC,98
2018,Computer,LOPEN,114
2018,Computer,LOBCS,96
2018,IT,GOPEN,102
2018,IT,GOBC,84
2018,IT,LOPEN,100
2018,IT,LOBCS,83
2018,EXTC,GOPEN,80
2018,EXTC,GOBC,61
2018,EXTC,LOPEN,81
2018,EXTC,LOBCS,63
2018,Instrumentation,GOPEN,62
2018,Instrumentation,GOBC,48
2018,Instrumentation,LOPEN,64
2018,Instrumentation,LOBCS,57
2018,Chemical,GOPEN,102
2018,Chemical,GOBC,78
2018,Chemical,LOPEN,103
2018,Chemical,LOBCS,67
2018,Mechanical,GOPEN,103
2018,Mechanical,GOBC,86
2018,Mechanical,LOPEN,79
2018,Mechanical,LOBCS,60
