2016,Computer,GOPEN,140
2016,Computer,GOBC,130
2016,Computer,LOPEN,138
2016,Computer,LOBCS,123
2016,IT,GOPEN,129
2016,IT,GOBC,120
2016,IT,LOPEN,126
2016,IT,LOBCS,115
2016,IT,PWDC,61
2016,EXTC,GOPEN,117
2016,EXTC,GOBC,96
2016,EXTC,LOPEN,118
2016,EXTC,LOBCS,105
2016,ETRX,GOPEN,107
2016,ETRX,GOBC,88
2016,ETRX,LOPEN,104
2016,ETRX,LOBCS,85
2016,BioMedical,GOPEN,100
2016,BioMedical,GOBC,83
2016,BioMedical,LOPEN,101
2016,BioMedical,LOBCS,80
2017,Computer,GOPEN,138
2017,Computer,GOBC,120
2017,Computer,LOPEN,130
2017,Computer,LOBCS,115
2017,IT,GOPEN,126
2017,IT,GOBC,110
2017,IT,LOPEN,119
2017,IT,LOBCS,102
2017,IT,PWDC,0
2017,EXTC,GOPEN,115
2017,EXTC,GOBC,96
2017,EXTC,LOPEN,114
2017,EXTC,LOBCS,90
2017,ETRX,GOPEN,114
2017,ETRX,GOBC,81
2017,ETRX,LOPEN,107
2017,ETRX,LOBCS,80
2017,BioMedical,GOPEN,99
2017,BioMedical,GOBC,77
2017,BioMedical,LOPEN,103
2017,BioMedical,LOBCS,77
2018,Computer,GOPEN,135
2018,Computer,GOBC,122
2018,Computer,LOPEN,130
2018,Computer,LOBCS,115
2018,IT,GOPEN,125
2018,IT,GOBC,110
2018,IT,LOPEN,124
2018,IT,LOBCS,111
2018,IT,PWDC,61
2018,EXTC,GOPEN,116
2018,EXTC,GOBC,95
2018,EXTC,LOPEN,108
2018,EXTC,LOBCS,87
2018,ETRX,GOPEN,105
2018,ETRX,GOBC,84
2018,ETRX,LOPEN,103
2018,ETRX,LOBCS,81
2018,BioMedical,GOPEN,105
2018,BioMedical,GOBC,78
2018,BioMedical,LOPEN,108
2018,BioMedical,LOBCS,90
