2016,Computer,GOPEN,198,1
2016,Computer,GOPEN,157,1
2016,Computer,GOPEN,186,1
2016,Computer,GOPEN,162,1
2016,Computer,GOPEN,156,1
2016,Computer,GOPEN,152,0
2016,Computer,GOPEN,17,0
2016,Computer,GOPEN,144,0
2016,Computer,GOPEN,93,0
2016,Computer,GOPEN,109,0
2016,Computer,LOPEN,167,1
2016,Computer,LOPEN,189,1
2016,Computer,LOPEN,162,1
2016,Computer,LOPEN,170,1
2016,Computer,LOPEN,155,1
2016,Computer,LOPEN,142,0
2016,Computer,LOPEN,104,0
2016,Computer,LOPEN,73,0
2016,Computer,LOPEN,33,0
2016,Computer,LOPEN,6,0
2016,Computer,PWDC,190,1
2016,Computer,PWDC,173,1
2016,Computer,PWDC,117,1
2016,Computer,PWDC,144,1
2016,Computer,PWDC,70,1
2016,Computer,PWDC,60,0
2016,Computer,PWDC,52,0
2016,Computer,PWDC,48,0
2016,Computer,PWDC,1,0
2016,Computer,PWDC,18,0
2016,IT,GOPEN,168,1
2016,IT,GOPEN,177,1
2016,IT,GOPEN,144,1
2016,IT,GOPEN,158,1
2016,IT,GOPEN,141,1
2016,IT,GOPEN,92,0
2016,IT,GOPEN,76,0
2016,IT,GOPEN,32,0
2016,IT,GOPEN,56,0
2016,IT,GOPEN,91,0
2016,IT,LOPEN,183,1
2016,IT,LOPEN,191,1
2016,IT,LOPEN,185,1
2016,IT,LOPEN,187,1
2016,IT,LOPEN,138,1
2016,IT,LOPEN,119,0
2016,IT,LOPEN,65,0
2016,IT,LOPEN,83,0
2016,IT,LOPEN,95,0
2016,IT,LOPEN,25,0
2016,IT,PWDC,184,1
2016,IT,PWDC,104,1
2016,IT,PWDC,126,1
2016,IT,PWDC,71,1
2016,IT,PWDC,59,1
2016,IT,PWDC,3,0
2016,IT,PWDC,50,0
2016,IT,PWDC,21,0
2016,IT,PWDC,55,0
2016,IT,PWDC,40,0
2016,Electrical,GOPEN,198,1
2016,Electrical,GOPEN,158,1
2016,Electrical,GOPEN,154,1
2016,Electrical,GOPEN,159,1
2016,Electrical,GOPEN,143,1
2016,Electrical,GOPEN,81,0
2016,Electrical,GOPEN,53,0
2016,Electrical,GOPEN,118,0
2016,Electrical,GOPEN,60,0
2016,Electrical,GOPEN,105,0
2016,Electrical,LOPEN,135,1
2016,Electrical,LOPEN,155,1
2016,Electrical,LOPEN,180,1
2016,Electrical,LOPEN,164,1
2016,Electrical,LOPEN,134,1
2016,Electrical,LOPEN,88,0
2016,Electrical,LOPEN,76,0
2016,Electrical,LOPEN,80,0
2016,Electrical,LOPEN,116,0
2016,Electrical,LOPEN,12,0
2016,EXTC,GOPEN,165,1
2016,EXTC,GOPEN,161,1
2016,EXTC,GOPEN,179,1
2016,EXTC,GOPEN,184,1
2016,EXTC,GOPEN,139,1
2016,EXTC,GOPEN,54,0
2016,EXTC,GOPEN,90,0
2016,EXTC,GOPEN,126,0
2016,EXTC,GOPEN,19,0
2016,EXTC,GOPEN,45,0
2016,EXTC,LOPEN,172,1
2016,EXTC,LOPEN,188,1
2016,EXTC,LOPEN,179,1
2016,EXTC,LOPEN,137,1
2016,EXTC,LOPEN,134,1
2016,EXTC,LOPEN,10,0
2016,EXTC,LOPEN,110,0
2016,EXTC,LOPEN,73,0
2016,EXTC,LOPEN,96,0
2016,EXTC,LOPEN,114,0
2016,Mechanical,GOPEN,199,1
2016,Mechanical,GOPEN,182,1
2016,Mechanical,GOPEN,180,1
2016,Mechanical,GOPEN,161,1
2016,Mechanical,GOPEN,153,1
2016,Mechanical,GOPEN,114,0
2016,Mechanical,GOPEN,16,0
2016,Mechanical,GOPEN,67,0
2016,Mechanical,GOPEN,90,0
2016,Mechanical,GOPEN,57,0
2016,Mechanical,LOPEN,187,1
2016,Mechanical,LOPEN,180,1
2016,Mechanical,LOPEN,153,1
