2016,BioTechnology,GOPEN,115,1
2016,BioTechnology,GOPEN,88,1
2016,BioTechnology,GOPEN,114,1
2016,BioTechnology,GOPEN,117,1
2016,BioTechnology,GOPEN,87,1
2016,BioTechnology,GOPEN,57,0
2016,BioTechnology,GOPEN,8,0
2016,BioTechnology,GOPEN,72,0
2016,BioTechnology,GOPEN,67,0
2016,BioTechnology,GOPEN,68,0
2016,BioTechnology,GOBC,120,1
2016,BioTechnology,GOBC,76,1
2016,BioTechnology,GOBC,92,1
2016,BioTechnology,GOBC,181,1
2016,BioTechnology,GOBC,68,1
2016,BioTechnology,GOBC,67,0
2016,BioTechnology,GOBC,15,0
2016,BioTechnology,GOBC,14,0
2016,BioTechnology,GOBC,1,0
2016,BioTechnology,GOBC,36,0
2016,BioTechnology,LOPEN,159,1
2016,BioTechnology,LOPEN,112,1
2016,BioTechnology,LOPEN,129,1
2016,BioTechnology,LOPEN,187,1
2016,BioTechnology,LOPEN,94,1
2016,BioTechnology,LOPEN,40,0
2016,BioTechnology,LOPEN,83,0
2016,BioTechnology,LOPEN,36,0
2016,BioTechnology,LOPEN,16,0
2016,BioTechnology,LOPEN,33,0
2016,BioTechnology,LOBCS,95,1
2016,BioTechnology,LOBCS,147,1
2016,BioTechnology,LOBCS,159,1
2016,BioTechnology,LOBCS,194,1
2016,BioTechnology,LOBCS,86,1
2016,BioTechnology,LOBCS,2,0
2016,BioTechnology,LOBCS,84,0
2016,BioTechnology,LOBCS,41,0
2016,BioTechnology,LOBCS,61,0
2016,BioTechnology,LOBCS,3,0
2016,Civil,GOPEN,116,1
2016,Civil,GOPEN,140,1
2016,Civil,GOPEN,187,1
2016,Civil,GOPEN,147,1
2016,Civil,GOPEN,87,1
2016,Civil,GOPEN,61,0
2016,Civil,GOPEN,31,0
2016,Civil,GOPEN,18,0
2016,Civil,GOPEN,76,0
2016,Civil,GOPEN,62,0
2016,Civil,GOBC,155,1
2016,Civil,GOBC,168,1
2016,Civil,GOBC,157,1
2016,Civil,GOBC,130,1
2016,Civil,GOBC,82,1
2016,Civil,GOBC,9,0
2016,Civil,GOBC,4,0
2016,Civil,GOBC,79,0
2016,Civil,GOBC,34,0
2016,Civil,GOBC,67,0
2016,Civil,LOPEN,117,1
2016,Civil,LOPEN,199,1
2016,Civil,LOPEN,146,1
2016,Civil,LOPEN,186,1
2016,Civil,LOPEN,83,1
2016,Civil,LOPEN,9,0
2016,Civil,LOPEN,28,0
2016,Civil,LOPEN,76,0
2016,Civil,LOPEN,32,0
2016,Civil,LOPEN,73,0
2016,Civil,LOBCS,128,1
2016,Civil,LOBCS,130,1
2016,Civil,LOBCS,116,1
2016,Civil,LOBCS,95,1
2016,Civil,LOBCS,79,1
2016,Civil,LOBCS,65,0
2016,Civil,LOBCS,40,0
2016,Civil,LOBCS,13,0
2016,Civil,LOBCS,77,0
2016,Civil,LOBCS,27,0
2016,Civil,PWDC,65,1
2016,Civil,PWDC,91,1
2016,Civil,PWDC,63,1
2016,Civil,PWDC,190,1
2016,Civil,PWDC,59,1
2016,Civil,PWDC,20,0
2016,Civil,PWDC,50,0
2016,Civil,PWDC,29,0
2016,Civil,PWDC,58,0
2016,Civil,PWDC,18,0
2016,Civil,GOPEN,85,1
2016,Civil,GOPEN,190,1
2016,Civil,GOPEN,98,1
2016,Civil,GOPEN,105,1
2016,Civil,GOPEN,80,1
2016,Civil,GOPEN,68,0
2016,Civil,GOPEN,63,0
2016,Civil,GOPEN,22,0
2016,Civil,GOPEN,1,0
2016,Civil,GOPEN,66,0
2016,Civil,GOBC,92,1
2016,Civil,GOBC,117,1
2016,Civil,GOBC,103,1
2016,Civil,GOBC,176,1
2016,Civil,GOBC,75,1
2016,Civil,GOBC,7,0
2016,Civil,GOBC,6,0
2016,Civil,GOBC,26,0
2016,Civil,GOBC,72,0
2016,Civil,GOBC,34,0
2016,Civil,LOPEN,161,1
2016,Civil,LOPEN,110,1
2016,Civil,LOPEN,99,1
2016,Civil,LOPEN,111,1
2016,Civil,LOPEN,76,1
2016,Civil,LOPEN,22,0
2016,Civil,LOPEN,66,0
2016,Civil,LOPEN,11,0
2016,Civil,LOPEN,49,0
2016,Civil,LOPEN,38,0
2016,Civil,LOBCS,88,1
2016,Civil,LOBCS,157,1
2016,Civil,LOBCS,177,1
2016,Civil,LOBCS,147,1
2016,Civil,LOBCS,69,1
2016,Civil,LOBCS,12,0
2016,Civil,LOBCS,66,0
2016,Civil,LOBCS,36,0
2016,Civil,LOBCS,46,0
2016,Civil,LOBCS,20,0
2016,Computer,GOPEN,110,1
2016,Computer,GOPEN,97,1
2016,Computer,GOPEN,170,1
2016,Computer,GOPEN,100,1
2016,Computer,GOPEN,97,1
2016,Computer,GOPEN,96,0
2016,Computer,GOPEN,64,0
2016,Computer,GOPEN,69,0
2016,Computer,GOPEN,53,0
2016,Computer,GOPEN,29,0
2016,Computer,GOBC,104,1
2016,Computer,GOBC,125,1
2016,Computer,GOBC,146,1
2016,Computer,GOBC,154,1
2016,Computer,GOBC,87,1
2016,Computer,GOBC,84,0
2016,Computer,GOBC,25,0
2016,Computer,GOBC,71,0
2016,Computer,GOBC,41,0
